artist,genre,occurrences,track_name
Michael Nyman,Rock,145,The Sacrifice
Endo,Rock,145,Simple Lies
Britney Spears,Folk,145,Til It's Gone
Aaliyah,RnB,145,More Than a Woman
Liturgy,Electronic,145,Returner
Genesis,Rock,144,Calling All Stations
Baaba Maal,World,144,Miyaabele
Daft Punk,Folk,144,Voyager
Charly García,Rock,144,Estaba en Llamas Cuando Me Acosté
Obadiah Parker,Pop,144,Hey Ya
Tahiti 80,Pop,144,Yellow Butterfly
Akissforjersey,Rock,144,Without Regret
Republika,Rock,143,Koniec czasów
Ancient Astronauts,Electronic,143,I Came Running
The Clash,Rock,143,Deny
Neon Indian,Electronic,142,Laughing Gas
Lizz Wright,Jazz,142,Hit The Ground
Black Box Recorder,Rock,142,Child Psychology
Hilight Tribe,Electronic,142,Free Tibet
ギルガメッシュ,Rock,142,Vermillion
The Chameleons,Punk,141,Second Skin
The Falcon,Punk,141,Unicorn Odyssey
Betty Davis,RnB,141,Shoo-B-Doop and Cop Him
Novembre,Metal,141,Geppetto
Penumbra,Metal,141,Cursed Destiny
A Perfect Circle,Rap,141,Annihilation
Dinosaur Jr.,Electronic,140,Get Me
Mad Caddies,RnB,140,Game Show
My Dying Bride,Rock,140,The Light at the End of the World
Teddy Geiger,Pop,139,For You I Will (Confidence)
TM Juke,Electronic,139,Remember 99
Becoming the Archetype,Metal,138,Into Oblivion
Marc Romboy,Electronic,138,sonora
Astor Piazzolla,Jazz,138,Adios Nonino
The Fugs,Rock,138,CIA Man
Archive,Rock,138,Fuck U
Damian Marley,Rap,138,Move!
Nine Inch Nails,Metal,138,The Beginning of the End
The Bangles,Rock,138,In Your Room
Axel Rudi Pell,Metal,137,Oceans of Time
King Dude,RnB,137,Black Butterfly
Bongzilla,Metal,137,666lb. Bongsession
Da Lata,Electronic,137,Pra Manha
Imogen Heap,Jazz,137,Canvas
Pole,Electronic,137,Fragen
The White Stripes,RnB,137,Expecting
Oasis,Electronic,137,Ain't Got Nothin'
Billie Holiday,Rock,137,Easy To Love
UB40,RnB,137,Homely Girl
Alex Smoke,Electronic,136,A Moment To Myself
Lower Dens,Rock,136,Lamb
Aretha Franklin,Rap,136,Ain't No Way
Arca,Rap,136,Self Defense
Terry Callier,RnB,136,Ordinary Joe
Broken Social Scene,Electronic,136,Chase Scene
Symphony X,Electronic,136,Awakenings
Terror,Metal,136,Keep Your Mouth Shut
Foxboro Hot Tubs,Metal,136,Mother Mary
Freeland,Electronic,136,Mind Killer
Badmarsh & Shri,Electronic,136,Gharana
Rick James,Rap,136,Ghetto Life
La Roux,Metal,135,In for the Kill
Rokia Traoré,World,135,Dounia
Northern Kings,Metal,135,Fallen On Hard Times
Busdriver,Rap,135,Yawning Zeitgeist Intro (Freestyle)
System of a Down,Jazz,135,Streamline
Muffler,Electronic,135,Hear Me Scream
The War on Drugs,Rock,134,Buenos Aires Beach
Justin Bieber,Rock,134,Take You
Espers,Folk,134,Riding
Blackmore's Night,Rock,134,Ocean Gypsy
The Bug,Electronic,134,Jah War
This Will Destroy You,Jazz,134,Rituals
Alix Perez,Electronic,134,Melanie
Mirah,Rock,133,Telephone Wires
MC5,Rock,133,Kick Out the Jams (Original Uncensored Version)
Van Halen,Country,133,Runnin' With the Devil
Room Eleven,Jazz,133,Lalala Love
Ciccone Youth,Rock,132,Needle-Gun
Aemen,Rap,132,Pigeon
The Enemy,Electronic,132,Aggro
I Break Horses,Rock,132,Empty Bottles
Grant Lee Buffalo,Rock,132,Fuzzy
Aztec Camera,Rock,132,Walk Out To Winter
Don Carlos,Reggae,132,Tribulation
Hardknox,Electronic,132,Fire Like This
Today Is The Day,Rock,132,Blindspot
Hot Hot Heat,Electronic,132,Middle of Nowhere
Sonic Youth,Electronic,132,Mote
The Perishers,Rock,131,Weekends
Peggy Lee,Pop,131,Big Spender
Tones And I,Rap,131,Dance Monkey
Mayhem,Rap,131,Whore
Kate Walsh,Folk,131,French Song
Dissection,Electronic,131,Black Dragon
Icon of Coil,Electronic,130,Shallow Nation (2004 Version)
Firewind,Metal,130,Immortal Lives Young
Sade,Rap,130,Pearls
Bob Marley & The Wailers,RnB,130,So Much Things To Say
Rodney Hunter,Electronic,130,Work That Body
Glass Animals,Rock,130,Black Mambo
Sistars,New Age,130,Inspirations
The Who,Jazz,130,Sea and Sand
Les Rita Mitsouko,Latin,130,Marcia Baila
Leftfield,Rock,130,Melt
Young Jeezy,Rock,129,Welcome Back
Portugal. The Man,Jazz,129,Salt
Markus Schulz,Electronic,129,Sorrow Has No Home
Toumani Diabaté,World,129,Si Naani
The Rascals,Rock,129,A Beautiful Morning
At the Drive-In,Metal,129,Initiation
Skyclad,Rock,129,Penny Dreadful
Brian Hyland,Pop,129,Sealed with a Kiss
Rosetta Stone,Metal,128,Adrenaline
Para One,Electronic,128,Sages-Femmes
Amesoeurs,Rock,128,La Reine Trayeuse
The Litter,Rock,128,Action Woman
The Flashbulb,Electronic,128,Miles and Miles
Spiritualized,Punk,128,Home of the Brave
Los Cojolites,Latin,128,El Conejo
blink-182,Punk,128,Bored to Death
Sly & The Family Stone,Jazz,128,Thank You For Talkin' To Me Africa
Lake of Tears,Metal,128,Last Purple Sky
Ide Adobe Players,Folk,128,Hog Eye Man
mind.in.a.box,Electronic,128,Lost Alone
October Tide,Metal,127,Infinite Submission
Foxboro Hot Tubs,Rock,127,She's a Saint Not a Celebrity
Fucked Up,Rock,127,No Epiphany
Paolo Nutini,Jazz,127,Million Faces
The Good Life,Rock,127,Keely Aimee
Wintersleep,Rock,127,Weighty Ghost
Coil,Country,127,I Don't Get It
Iron Maiden,Rock,126,Heaven Can Wait
Hexstatic,Electronic,126,Ninja Tune
Kyuss,Country,125,Whitewater
You Love Her Coz She's Dead,Electronic,125,Young Tender Hearts Beat Fast
Gravenhurst,Rock,125,Hollow Men
Simon & Garfunkel,Jazz,125,Bookends
Freestylers,Electronic,125,Boom Blast
Frankie Lymon and The Teenagers,Jazz,125,Goody Goody
Twenty One Pilots,Metal,125,Smithereens
Helloween,Country,125,The Chance
Fatima Spar und Die Freedom Fries,World,124,Zirzop
Blackmore's Night,Country,124,Dandelion Wine
Bad Religion,Rap,124,Infected
Blonde Redhead,RnB,124,Anticipation
Banco De Gaia,Pop,124,Celestine
Billy Joel,Rap,124,The Stranger
Kode9 & The Spaceape,Rap,123,Backward
Disturbed,RnB,123,Liberate
Lullatone,Electronic,123,Good Morning Melody
Martha and the Muffins,Pop,123,Echo Beach
Wim Mertens,Electronic,122,Humility
Sean Lennon,Electronic,122,Parachute
Witchcraft,Pop,122,I Want You To Know
sToa,New Age,122,Stoa
Mahavishnu Orchestra,Jazz,122,Celestial Terrestrial Commuters
Fit for a King,RnB,121,Pissed Off
Stratovarius,Rap,121,Sos
Sonic Boom Six,Rock,121,Piggy in the Middle
Three Days Grace,Electronic,121,Home
Ca$his,Rap,121,Everything Is Shady
Have Heart,Electronic,121,The Unbreakable
Pornopop,Electronic,121,Centre
The Aggrolites,Country,121,Black Lung
Led Zeppelin,Country,121,Dazed and Confused
Smoke City,Electronic,120,Mr. Gorgeous (and Miss Curvaceous)
Jazztronik,Rock,120,Set Free
Nightbreed,Electronic,120,Pack of Wolves (Pendulum Remix)
The Head and the Heart,Rock,120,Another Story
Brian Eno,Rock,120,Innocenti
Boom Boom Satellites,Rock,120,Pill
The Forces of Evil,Reggae,120,Vague Love Song
Clairo,Rock,120,Bags
cLOUDDEAD,Rap,120,The Velvet Ant
Bathory,Metal,120,Pestilence
Dolores O'Riordan,Rock,119,Human Spirit
Sugababes,Metal,119,Run for Cover
Venom,Rock,119,Teacher's Pet
The Chameleons,Electronic,119,Swamp Thing
The Bravery,New Age,119,The Ring Song
DragonForce,Rock,119,Once In A Lifetime
Edenbridge,Rock,119,Terra Nova
浜崎あゆみ,Pop,119,Sparkle
Run the Jewels,Rock,119,Jeopardy
Four Tet,Jazz,119,Swimmer
A Place to Bury Strangers,Electronic,119,Deadbeat
Faithless,RnB,119,Code
Aesthetic Perfection,Electronic,118,Living the Wasted Life
Converge,Electronic,118,Versus
Blue Öyster Cult,Folk,118,Flaming Telepaths
Machinae Supremacy,Metal,118,Rogue World Asylum
Anúna,Folk,118,Blackthorn
Him,Metal,118,The Beginning Of The End
Warpaint,Rock,117,New Song
Gordon Lightfoot,Rock,117,Carefree Highway
James Taylor,Rock,117,Country Road
Suicidal Tendencies,Metal,117,Nobody Hears
Moving Fusion,Electronic,117,Turbulence
The White Stripes,Metal,117,Red Rain
Drumcorps,Electronic,117,Grainbeast
Title Fight,Rock,117,Introvert
Buju Banton,Electronic,116,Untold Stories
Benny Benassi,Rap,116,House Music
Oathbreaker,Metal,116,Upheaval
Soul Asylum,Rock,116,Just Like Anyone
Umphrey's McGee,Rock,116,In the Kitchen
Ben Westbeech,Jazz,116,So Good Today
Lou Reed,Jazz,116,Walk on the Wild Side
The Residents,Pop,116,Birthday Boy
The Walkmen,Country,115,We've Been Had
Blood Axis,Pop,115,Absinthe
Hey,Pop,115,Sans Toi
Elvis Presley,Rock,115,Devil in Disguise
Arab Strap,Rock,115,The First Big Weekend
Deuter,New Age,115,Kindred Spirit
Yesterday's New Quintet,Folk,114,The One Who Knows
Patrick Wolf,Metal,114,Vulture
Soulja Boy,Rap,114,Donk
Demi Lovato,Rock,114,Stop the World
Le Tigre,Electronic,114,TKO
Red,Metal,114,Death of Me
John Frusciante,Rock,113,Been Insane
Forever the Sickest Kids,RnB,113,Uh Huh
Darker My Love,Rock,113,Two Ways Out
LTJ Bukem,Electronic,113,Journey Inwards
Dobet Gnahoré,World,113,Palea
Shai Hulud,Metal,112,Set Your Body Ablaze
Carrie Underwood,Rock,112,Quitter
Brian Eno,Electronic,112,By This River
Texas in July,RnB,111,Page One
Federico Aubele,Electronic,111,La Esquina
The MFA,Electronic,111,The Difference It Makes
The Beta Band,RnB,111,Troubles
Beth Orton,Pop,110,I Wish I Never Saw The Sunshine
Colony 5,Rock,110,Knives
Sara Bareilles,New Age,110,Love Song
9 Lazy 9,Electronic,110,The Flying Nun
Anja Schneider,Electronic,110,Maki
Joan Baez,Country,110,Silver Dagger
Dead Meadow,Rock,109,What Needs Must Be
Kanye West,Pop,109,Champion
Psapp,Electronic,109,About Fun
Lutan Fyah,Reggae,109,Hammer Dem Down
Sevendust,Rock,109,Live Again
Mogwai,Electronic,109,White Noise
Foals,Electronic,109,Inhaler
A Great Big World,Rock,109,Say Something
Type O Negative,Electronic,108,Blood & Fire
Juli,Pop,108,Ein neuer Tag
Recoil,Electronic,108,Electro Blues For Bukka White
Light This City,Metal,108,Cradle For A King
A Life Once Lost,Metal,108,Rehashed
Vince Guaraldi Trio,Rock,108,Linus and Lucy
Benny Benassi,RnB,108,Get Loose
Matmos,Electronic,108,Rainbow Flag
Section 25,Rock,108,Friendly Fires
Rihanna,Latin,108,Mad House
Xiu Xiu,Rock,107,Don Diasco
Roadrunner United,Jazz,107,Army Of The Sun
RuPaul,Rock,107,Cover Girl
Iron Butterfly,Electronic,107,In-A-Gadda-Da-Vida
Guns N' Roses,Punk,107,My Michelle
Toro y Moi,Rap,107,Say That
LFO,Electronic,107,LFO (Leeds Warehouse mix)
My Morning Jacket,Rap,107,Just One Thing
Owl City,Rock,106,Butterfly Wings
Avishai Cohen Trio,Jazz,106,Eleven Wives
Esbjörn Svensson Trio,Jazz,106,Eighthundred Streets By Feet
3OH!3,Blues,106,Still Around
Bluetech,Electronic,106,Honey in the Heart
Cult of Luna,Folk,106,Synchronicity
Mötley Crüe,Rock,106,Too Fast For Love
Orange Goblin,Rock,106,You'll Never Get To The Moon In That
Pink Floyd,Folk,105,The Trial
Don Carlos,Rock,105,Lazer Beam
Phish,Rock,105,Meat
The Promise Ring,Rock,105,Is This Thing On?
Memphis May Fire,Metal,105,The Abandoned
Wilki,Rock,105,Bohema
David Bowie,Electronic,105,Lazarus
Type O Negative,Rock,105,Can't Lose You
Sham 69,Punk,104,If the Kids Are United
Ayria,Rock,104,The Radio
Bon Jovi,Reggae,104,Wanted Dead or Alive
Eric Hutchinson,Rock,104,All Over Now
Kevin Drew,Rock,104,Love Vs. Porn
The Waitresses,Pop,104,I Know What Boys Like
Harmonic 313,Electronic,104,Dirtbox
OK Go,Electronic,104,A Million Ways
Voodoo Glow Skulls,Reggae,104,Closet Monster
Synkro,Rock,104,Acceptance
Silbermond,Rock,103,Unendlich
Die Form,Electronic,103,Silent Order
The Congos,Reggae,103,Ark Of The Covenant
Jacob Miller,Reggae,103,Tired Fe Lick Weed In A Bush
Gudda Gudda,Rap,103,Every Sound
AC/DC,Rap,103,Ride On
Molotov Solution,Rap,103,The Final Hour
Valencia,Rock,102,"What Are You Doing, Man? That's Weird!"
Curse,Rap,102,Freiheit
Ruoska,Metal,102,Taivas Palaa
Brian Wilson,Pop,102,Song for Children
The Civil Wars,Rock,102,The Violet Hour
Planet Funk,Electronic,102,All Man's Land
Madrugada,Rock,102,Elektro Vakuum
Fugees,Jazz,101,Killing Me Softly
The Prodigy,Rock,101,Piranha
The Rapture,RnB,101,Calling Me
Empyrium,Rock,101,Heimwärts
Andhim,Electronic,101,Boy Boy Boy
Parts & Labor,Rock,101,Nowheres Nigh
Glenn Miller,Jazz,101,In the Mood
Gogol Bordello,Jazz,101,Avenue B
The Cooper Temple Clause,Rock,100,Who Needs Enemies?
Blur,RnB,100,On Your Own
Steve Vai,Rock,100,I Would Love To
Anja Garbarek,Pop,100,Dizzy With Wonder
Hellhammer,Metal,100,Triumph Of Death
Hund am Strand,Rock,100,Jungen Mädchen
Contemporary Noise Quintet,Jazz,100,A Coin Perfectly Spinning
Rotting Christ,Metal,100,Among Two Storms
Flow,Metal,100,Sign
Senses Fail,Country,100,Hair Of The Dog
Jens Lekman,Rock,100,A Higher Power
The Suicide Machines,Punk,99,Bottomed Out
Eighteen Visions,Metal,99,You Broke Like Glass
Gravediggaz,Rap,99,Dangerous Mindz
The Creatures,Rock,99,Mad Eyed Screamer
Anja Garbarek,Electronic,99,The Gown
Ryan Adams,Folk,99,Firecracker
Deerhoof,Pop,99,Heart Failure
Gorillaz,RnB,99,All Alone
Letzte Instanz,Metal,98,Bittere Nacht
Felt,Rock,98,Primitive Painters
edIT,Electronic,98,Ashtray
Blind Guardian,Rock,98,Grand Parade
Traffic,Rock,98,Empty Pages
Apocalyptica,Rap,98,Pandemonium
Eyedea & Abilities,Rap,98,Burn Fetish
Royal Blood,Electronic,98,Loose Change
Chrisette Michele,Reggae,98,Best Of Me
Oliver Mtukudzi,World,98,Ndima Ndapedza
Billie the Vision & the Dancers,Pop,97,No One Knows You
Seabound,RnB,97,Hooked
Britney Spears,Rock,97,Perfect Lover
Despised Icon,Metal,97,End This Day
Robert Miles,Electronic,97,One & One
Motorama,Rock,97,Ship
Earlimart,Rock,97,It's Okay to Think About Ending
Fela Kuti,World,97,Black Man's Cry
Hello Saferide,Rock,97,Overall
Tegan and Sara,Country,97,Not Tonight
Sunlounger,Electronic,97,Another Day On The Terrace
Add N To (X),Electronic,97,Total All Out Water
Siriusmo,Electronic,96,Let Me In!
The Chemical Brothers,Electronic,96,It Doesn't Matter
Rufus Wainwright,Latin,96,The One You Love
Lords of Acid,Electronic,96,I Sit On Acid (Soulwax remix)
Pryda,Electronic,96,F12
Blackfield,Country,96,Where Is My Love?
Thievery Corporation,Metal,96,Fragments
Fool's Garden,Jazz,96,Lemon Tree
Autechre,Rock,96,777
The Killers,Metal,96,This Is Your Life
Eminem,Electronic,95,Mosh
The Cat Empire,Folk,95,Days Like These
Message To Bears,Electronic,95,Pretend To Forget
Laroque,Rock,95,Visitations
Johnny Winter,Blues,95,Dallas
Pelican,Metal,95,An Inch Above Sand
Band of Skulls,Rock,95,Patterns
The Outfield,Reggae,95,Your Love
Dying Fetus,Metal,95,"One Shot, One Kill"
The Avalanches,Electronic,95,Close to You
Agnes Obel,Rock,95,Avenue
Upon a Burning Body,Rock,95,Devil's Advocate
Machine Head,Pop,95,From This Day
Amorphis,Country,95,Shades Of Gray
Judge Dread,Electronic,94,Big Six
The Jam,Rock,94,News of the World
Circle Jerks,Rock,94,Political Stu
Mindless Self Indulgence,Pop,94,Ready for Love
Viraemia,Rock,94,Necrotizing Fasciitis
Los Bravos,Rap,94,Black Is Black
Tommy James & The Shondells,Reggae,94,Crystal Blue Persuasion
Broadcast,Electronic,94,Minus Two
Herbert,Rock,93,Harmonise
Daughters,Rock,93,The Ghost With The Most
Curve,Rock,93,Wish You Dead
Fact,Rock,93,Slip of the Lip
Spacehog,RnB,92,In the Meantime
The Toxic Avenger,Electronic,92,Escape (The Bloody Beetroots Remix)
Magnolia Electric Co.,Rock,92,The Dark Don't Hide It
ATB,Rock,92,I Wanna Cry
NEIKED,RnB,92,Sexual
Jeff Alexander,Rock,92,Come Wander With Me
Edwin McCain,Rock,92,See The Sky Again
Comeback Kid,Rock,91,Defeated
Whitney Houston,Jazz,91,Exhale (Shoop Shoop)
Swell Maps,Rock,91,Robot Factory
Misfits,Jazz,91,Diana
Daphne Loves Derby,Rock,90,Middle Middle
A Fine Frenzy,Rock,90,Stood Up
Mano Negra,Rock,90,Lonesome Bop
Zella Day,Jazz,90,Hypnotic
Young Jeezy,Rap,90,Hustlaz Ambition
Enya,Rock,90,Pilgrim
The Kills,RnB,90,Doing It To Death
Klute,Electronic,90,Our Leader
Luomo,Electronic,90,She-Center
Philip Glass,Rap,90,Floe
Cancer Bats,Rock,90,French Immersion
Bizzy Bone,Rap,89,Mercy Mary
Dallas Superstars,Punk,89,Fine Day
Miranda Cosgrove,Pop,89,Stay My Baby
Munga,Reggae,89,Bad From Mi Born
Dark Sanctuary,Metal,89,La Clameur du Silence
Rasmus Seebach,Electronic,89,Natteravn
Bomba Estéreo,Reggae,89,La Boquilla
Malajube,Rock,89,La Russe
Diana Ross and the Supremes,RnB,89,I'm Gonna Make You Love Me
Missy Elliott,Reggae,89,Work It
Fear Factory,Rap,89,Archetype
Pig Destroyer,Rock,88,Restraining Order Blues
Shout Out Louds,Punk,88,Please Please Please
Duffy,Rap,88,Serious
Hatesphere,Metal,88,Lies And Deceit
Llewellyn,New Age,88,Green Gassho
Meshuggah,Rock,88,Marrow
Mediengruppe Telekommander,Electronic,88,Trend
Stone Sour,RnB,88,Hesitate
Die Antwoord,Rock,88,Beat Boy
Tamaryn,Metal,88,Dawning
Nashville Pussy,Rock,88,Go Motherfucker Go
Bunny Wailer,Reggae,87,Bide Up
Devin Townsend Project,Jazz,87,True North
Rush,Punk,87,Nobody's Hero
Elliott Smith,Electronic,87,Going Nowhere
Green Day,Pop,87,Still Breathing
The Ataris,Punk,87,Neilhouse
Murcof,Jazz,87,Ruido
Pinch,Electronic,87,Qawwali
Edgewater,Rock,87,Tres Quatros
Imagine Dragons,Rock,86,Selene
The Number Twelve Looks Like You,Rock,86,Texas Dolly
M. Ward,Reggae,86,Hi-Fi
Verjnuarmu,Rock,86,Tuljmyrskyt
Thirteen Senses,Reggae,86,Do No Wrong
Funeral for a Friend,Electronic,86,Waking Up
Dark Tranquillity,RnB,86,The Mind's Eye
Yes,Rock,86,Roundabout
Carl Orff,Rap,86,Tanz
Stevie Wonder,Rock,86,Love's in Need of Love Today
Black Label Society,Rock,86,Say What You Will
The Dead Milkmen,Punk,85,Punk Rock Girl
Story of the Year,Folk,85,The Black Swan
Philip George,Reggae,85,Wish You Were Mine
Chase & Status,Rap,85,No Problem
John Scofield,Electronic,85,Green Tea
Delerium,Rap,85,Run For It
Belly,Rock,85,White Belly
Sugababes,Pop,85,Round Round
Sheila Chandra,World,85,Sacred Stones
Cult of Luna,Electronic,85,Clones
Hey,Rock,85,List
Eths,Metal,85,Septum Lucidum
Sting,Folk,85,Love Is The Seventh Wave
Erykah Badu,Jazz,85,On & On
Peter Gabriel,RnB,85,Big Time
Take That,RnB,85,Greatest Day
Skankin' Pickle,Reggae,84,Gas in My Car
Krypteria,Metal,84,At the Gates of Retribution
Bon Jovi,RnB,84,Bed Of Roses
Xandria,Rock,84,Some Like It Cold
Bongripper,Rock,84,Satan
The Field Mice,Rock,84,Let's Kiss and Make Up
James Yuill,Electronic,84,This Sweet Love (Prins Thomas Sneaky Edit)
The Jesus Lizard,Rock,84,Blue Shot
Bertie Higgins,Rock,84,Key Largo
Lacuna Coil,Rock,84,Kill the Light
Skalariak,Reggae,83,Puto Alcohol
Fact,Metal,83,Stretch My Arms
Dio,Rock,83,Holy Diver
Seals & Crofts,Jazz,83,Summer Breeze
Deströyer 666,Rock,83,Phoenix Rising
Kiss,Reggae,83,Lick It Up
Gorguts,Rock,83,Subtle Body
Atreyu,Metal,83,Creature
Nancy Sinatra,Jazz,83,Lady Bird
Audion,Electronic,83,Billy Says Go
Forefather,Metal,83,Fire from the Sky
Dope,Jazz,83,What About...
Delta 5,Blues,83,Mind Your Own Business
Erik Satie,Rock,83,Gymnopedie No.1
Nile,Metal,82,User-Maat-Re
John Holt,Reggae,82,Police In Helicopter
Amberian Dawn,Metal,82,My Only Star
Nôze,Electronic,82,Slum girl
Something Corporate,Pop,82,Miss America
Death,Rock,82,Torn To Pieces
Young Jeezy,Electronic,82,Circulate
Hilary Stagg,New Age,82,Land of Oz
You Me at Six,Blues,82,Nasty Habits
Mattafix,Rock,82,Big City Life
P!nk,Country,82,It's All Your Fault
Artesia,Electronic,82,Une nuit en Hilvern
Jessie J,Electronic,82,Bang Bang
The Lawrence Arms,Punk,82,Cut It Up
MGMT,Punk,81,Kids
The Reindeer Section,Rock,81,You Are My Joy
Shenandoah,Country,81,"Next to You, Next to Me"
Nasum,Electronic,81,Go!
Mediæval Bæbes,New Age,81,Swete Sone
Calvin Harris,Pop,81,Flashback
Eftos!rx,Electronic,81,Lightforce
Modwheelmood,Electronic,81,Problem Me
Radical Face,Rock,81,Ghost Towns
Flo Rida,Jazz,81,Whistle
Tujiko Noriko,Electronic,81,Mugen Kyuukou
Plej,Electronic,81,Jabo's Night Out
Bassnectar,Electronic,81,Infinite
Days of the New,RnB,81,Where I Stand
James Brown,Rock,81,The Payback
Weezer,Pop,80,Don't Let Go
Led Zeppelin,Jazz,80,The Crunge
Janis Joplin,Country,80,Me and Bobby McGee
Dirty Three,Rock,80,The Restless Waves
Upon a Burning Body,Rap,80,Righteous Kill
Cry Of Love,Rock,80,Highway Jones
Simon & Garfunkel,Rap,80,Cloudy
Drowning Pool,Folk,80,Bodies
Do Make Say Think,Rock,79,It's Gonna Rain
High Tone,Reggae,79,Buck Up
Whitechapel,Metal,79,Devoid
Daniel Johnston,Rock,79,True Love Will Find You In The End
Eric Clapton,Country,79,Motherless Children
Tinashe,Punk,79,All Hands On Deck
William Ackerman,New Age,79,Anne's Song
Portico Quartet,Rock,79,Ruins
The Black Angels,Pop,78,Sunday Afternoon
Miike Snow,Metal,78,Burial
Necessary Response,Electronic,78,Spilling Blood
Survivor,Rock,78,Burning Heart
Le Tigre,Pop,78,Deceptacon
Graveyard,Electronic,78,Endless Night
"Evelyn ""Champagne"" King",Reggae,78,Love Come Down
Koushik,Electronic,78,Be With
The Mount Fuji Doomjazz Corporation,Jazz,77,A Bad Trip
Italobrothers,Rock,77,Summer Air
Steve Rushton,Pop,77,Everything I Want
Rancid,Country,77,Old Friend
Dusty Kid,Electronic,77,Klin
Theo Parrish,Electronic,77,Falling Up (Carl Craig remix)
Spice Girls,Electronic,77,Wannabe
Vampire Weekend,Jazz,77,Hudson
Agoria,Electronic,77,Code 1026
Röyksopp,Reggae,77,Coming home
The Knife,Punk,77,The Bridge
The Knife,RnB,77,Full of Fire
Hot Chip,Country,77,Touch Too Much
Scooter,RnB,76,The Definition
Lunatica,Metal,76,Emocean
Michael Cassette,Rock,76,Zeppelin
Shakti,Jazz,76,Happiness Is Being Together
Joe Bonamassa,Folk,76,Sloe Gin
